Year,LOG,Date,WOTY,Time Set,Time Collected,Municipality,City/Town,Site,Site Habitat,Species,#Females,#Males,Life Stage,Trap,Attractant Used
2018,BG,6/11-6/13,24,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,24,,,Louisa County,Wapello,Flaming Prairie,Park ,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/21,25,,,Louisa County,Wapello,Flaming Prairie,Park,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/21,25,,,Louisa County,Wapello,Flaming Prairie,Park,Ae trivittatus,2,1,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/21,25,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,12,1,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Louisa County,Wapello,Flaming Prairie,Park,Ae trivittatus,54,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,5,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,15,1,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Louisa County,Wapello,Flaming Prairie,Park,An quadrimaculatus,13,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Louisa County,Wapello,Flaming Prairie,Park,Cx pipiens group,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Louisa County,Wapello,Flaming Prairie,Park,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Louisa County,Wapello,Flaming Prairie,Park,Ps ciliata,5,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps cyanescens,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Louisa County,Wapello,Flaming Prairie,Park,Ps cyanescens,3,2,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae species,10,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Louisa County,Wapello,Flaming Prairie,Park ,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae species,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,12,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,6,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Louisa County,Wapello,Flaming Prairie,Park ,An species,11,2,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps ciliata,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Louisa County,Wapello,Flaming Prairie,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Louisa County,Wapello,Flaming Prairie,Park,Cx pipiens group,1,1,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Louisa County,Wapello,Flaming Prairie,Park,Ur sapphirina,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Louisa County,Wapello,Flaming Prairie,Park,An species,6,1,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Louisa County,Wapello,Flaming Prairie,Park,Ae trivittatus,8,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Louisa County,Wapello,Flaming Prairie,Park,An punctipennis,5,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Louisa County,Wapello,Flaming Prairie,Park,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Louisa County,Wapello,Flaming Prairie,Park,Ps ciliata,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Louisa County,Wapello,Flaming Prairie,Park,An species,4,1,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,0,1,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Louisa County,Wapello,Flaming Prairie,Park,Ae trivittatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Louisa County,Wapello,Flaming Prairie,Park,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Louisa County,Wapello,Flaming Prairie,Park,An species,0,1,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Louisa County,Wapello,Flaming Prairie,Park,Ae trivittatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Louisa County,Wapello,Flaming Prairie,Park,An quadrimaculatus,6,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Louisa County,Wapello,Flaming Prairie,Park,Cx pipiens group,1,1,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Louisa County,Wapello,Flaming Prairie,Park,Ur sapphirina,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/7-8/9,32,,,Louisa County,Wapello,Flaming Prairie,Park,An quadrimaculatus,3,3,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/30,21/22,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/30,21/22,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,1261,101,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/30,21/22,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,5,3,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/30,21/22,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,7,6,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/30,21/22,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx restuans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/30,21/22,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps ciliata,5,0,Adult,BG Sentinal,BG Lure
2018,BG,6/21-6/25,25/26,,,Louisa County,Wapello,Flaming Prairie,Park,Ae trivittatus,46,4,Adult,BG Sentinal,BG Lure
2018,BG,6/21-6/25,25/26,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,27,3,Adult,BG Sentinal,BG Lure
2018,BG,6/21-6/25,25/26,,,Louisa County,Wapello,Flaming Prairie,Park,An punctipennis,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/21-6/25,25/26,,,Louisa County,Wapello,Flaming Prairie,Park,An quadrimaculatus,8,0,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,23,1,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,46,21,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,An species,3,1,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,Co perturbans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,3,1,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps ciliata,5,3,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps cyanescens,0,1,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/9,27/28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae species,12,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/9,27/28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/9,27/28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trvittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/9,27/28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,1,1,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/9,27/28,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/9,27/28,,,Louisa County,Wapello,Flaming Prairie,Park ,An species,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/9,27/28,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/9,27/28,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps ciliata,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/16,28/29,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae species,10,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/16,28/29,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trvittatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/16,28/29,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,9,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/16,28/29,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,11,1,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/16,28/29,,,Louisa County,Wapello,Flaming Prairie,Park ,An species,16,3,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/16,28/29,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,2,2,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/16,28/29,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps ciliata,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/16,28/29,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps longipalpus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29/30,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,1,1,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29/30,,,Louisa County,Wapello,Flaming Prairie,Park,Ae trivittatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29/30,,,Louisa County,Wapello,Flaming Prairie,Park,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29/30,,,Louisa County,Wapello,Flaming Prairie,Park,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29/30,,,Louisa County,Wapello,Flaming Prairie,Park,Ae species,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29/30,,,Louisa County,Wapello,Flaming Prairie,Park,An species,4,0,Adult,BG Sentinal,BG Lure
2018,BG,7/27-8/7,30/32,,,Louisa County,Wapello,Flaming Prairie,Park,An quadrimaculatus,7,1,Adult,BG Sentinal,BG Lure
2018,BG,7/27-8/7,30/32,,,Louisa County,Wapello,Flaming Prairie,Park,Ps ciliata,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/9-8/13,32/33,,,Louisa County,Wapello,Flaming Prairie,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/9-8/13,32/33,,,Louisa County,Wapello,Flaming Prairie,Park,An quadrimaculatus,19,2,Adult,BG Sentinal,BG Lure
2018,BG,8/9-8/13,32/33,,,Louisa County,Wapello,Flaming Prairie,Park,Ps longipalpus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,2,1,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/22,34,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/22,34,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,4,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,6,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Louisa County,Wapello,Flaming Prairie,Park ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-8/31,35,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-8/31,35,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,6,0,Adult,BG Sentinal,BG Lure
2018,BG,8/31-9/4,35,,,Louisa County,Wapello,Flaming Prairie,Park ,Cq perturbans,0,1,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/14,37,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,14,5,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/14,37,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/14,37,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/14,37,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps cilita,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/14-9/17,37,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,8,3,Adult,BG Sentinal,BG Lure
2018,BG,9/14-9/17,37,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,1,1,Adult,BG Sentinal,BG Lure
2018,BG,9/14-9/17,37,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps cilita,1,1,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/20,38,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,11,16,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/20,38,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,11,3,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/20,38,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/20,38,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps cilita,2,1,Adult,BG Sentinal,BG Lure
2018,BG,9/20-9/24,38,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,231,377,Adult,BG Sentinal,BG Lure
2018,BG,9/20-9/24,38,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,9/20-9/24,38,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,0,14,Adult,BG Sentinal,BG Lure
2018,BG,9/20-9/24,38,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,20,6,Adult,BG Sentinal,BG Lure
2018,BG,9/20-9/24,38,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps cilita,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,17,8,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,1,1,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps ciliata,3,1,Adult,BG Sentinal,BG Lure
2018,BG,9/26-10/1,39,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,2,2,Adult,BG Sentinal,BG Lure
2018,BG,9/26-10/1,39,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/26-10/1,39,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,1,2,Adult,BG Sentinal,BG Lure
2018,BG,9/26-10/1,39,,,Louisa County,Wapello,Flaming Prairie,Park ,Ps ciliata,0,1,Adult,BG Sentinal,BG Lure
2018,BG,9/26-10/1,39,,,Louisa County,Wapello,Flaming Prairie,Park ,An species,0,1,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/4,22,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,23,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae japonicus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,23,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae triseriatus,2,,Adult,BG Sentinal,BG Lure
2018,BG,6/20-6/21,25,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/21-6/22,25,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/28-7/2,26,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae trivittatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/28,26,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/13,28,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae japonicus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/13,28,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/13,28,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae trivittatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,An quadrimaculatus,3,1,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/14,24/25,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/14,24/25,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae trivittatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28/29,,,Jackson County,Maquoketa,Hurstville Interpretive Center,Wetland,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-7/2,26,,,Fremont County,Sidney,Iowa Home Health,Rural,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/13,32,,,Van Buren,Keosauqua,JH,Residential,Ae atropalpus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/13,32,,,Van Buren,Keosauqua,JH,Residential,Ae triseriatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/13,32,,,Van Buren,Keosauqua,JH,Residential,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/13,32,,,Van Buren,Keosauqua,JH,Residential,Cx pipiens group,9,1,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/20,33,,,Van Buren,Keosauqua,JH,Residential,Ae japonicus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/20,33,,,Van Buren,Keosauqua,JH,Residential,Ae atropalpus,0,1,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/20,33,,,Van Buren,Keosauqua,JH,Residential,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/20,33,,,Van Buren,Keosauqua,JH,Residential,Cx pipiens group,5,0,Adult,BG Sentinal,BG Lure
2018,BG,5/17-5/21,20,,,Van Buren County,Keosauqua,JH,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-7/2,26,,,Van Buren County,Keosauqua,JH,Residential,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-7/2,26,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/9,27,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/16,28,,,Van Buren County,Keosauqua,JH,Residential,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/16,28,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/23,28,,,Van Buren County,Keosauqua,JH,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/30,29,,,Van Buren County,Keosauqua,JH,Residential,Ae vexans,3,1,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/23,29,,,Van Buren County,Keosauqua,JH,Residential,Ae japonicus,3,1,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/29,21/22,,,Van Buren County,Keosauqua,JH,Residential,Ae atropalpus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/29,21/22,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/4,22/23,,,Van Buren County,Keosauqua,JH,Residential,Ae species,3,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/4,22/23,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/18,24/25,,,Van Buren County,Keosauqua,JH,Residential,Ae japonicus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/18,24/25,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/25,25/26,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/27,34/35,,,Van Buren County,Keosauqua,JH,Residential,Ae japonicus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/27,34/35,,,Van Buren County,Keosauqua,JH,Residential,Ae trivittatus,8,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/27,34/35,,,Van Buren County,Keosauqua,JH,Residential,Cx pipiens,9,1,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/27,34/35,,,Van Buren County,Keosauqua,JH,Residential,Cx restuans,6,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/27,34/35,,,Van Buren County,Keosauqua,JH,Residential,Cx pipiens group,5,4,Adult,BG Sentinal,BG Lure
2018,BG,8/27-9/4,35,,,Van Buren County,Keosauqua,JH,Residential,Ae japonicus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-9/4,35,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,11,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-9/4,35,,,Van Buren County,Keosauqua,JH,Residential,Cx pipiens group,4,0,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/10,36,,,Van Buren County,Keosauqua,JH,Residential,Ae japonicus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/10,36,,,Van Buren County,Keosauqua,JH,Residential,Ae sollicitans,3,1,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/10,36,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/27,39,,,Van Buren County,Keosauqua,JH,Residential,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/27,39,,,Van Buren County,Keosauqua,JH,Residential,Cx pipiens group,13,2,Adult,BG Sentinal,BG Lure
